,id,summaries,exact_matched_patt_contextual,string_match_prediction,Tech_Label,TP_entries_TECH,FP_entries_TECH,FN_entries_TECH,FP corrected,TP,FP,FN,Precision,Recall,f_score
10,0TsbSORCPODlnN-6ZKrgCA_0000,a business director who has an in depth experience in aviation across a number of sectors ranging from major airframe systems to sensor design and certification an engineer by background and training who transitioned into business management in the late 1980s and currently manages a division of honeywells aerospace business engaged in the development of airborne mission management systems related aerospace experience includes current ppl a with imc and night ratings with over 900 hours on single engine piston aircraftnnprior experience includes managing a start up business skyforce avionics in the early 1990s that became a world leader in general aviation display technologies subsequently managed the private sale of the business to allied signal in 1998 early career included an apprenticeship with bae and spells on the bae146 and airbus programmes as a systems engineer before moving to rosemount as engineering manager developed a number of new deicing programmes and then to moved into general management as managing director of the that business currently working with fsdp on scholar selection mentoring and fundraising activities in a part time capacity following retirement from honeywell aerospace extensive knowledge of aviation across a number of sectors ranging from airframes to systems and sensor design and certification an engineer by background who transitioned into business management in the late 1980s and sales in 2000 previous roles includes sales of airborne tactical mapping and avionics systems across europe middle east and africa related aerospace experience includes over 900 hours on single engine piston aircraft as pic with imc and night ratings prior experience includes managing a startup business skyforce avionics in the early 1990s that became a world leader in general aviation display technologies subsequently managed the private sale of the business to allied signal honeywell in 1998 early career included an apprenticeship with bae worked on the bae 146 and airbus programmes before moving to rosemount as engineering manager a business manager who has an in depth experience in aviation across a number of sectors ranging from airframe systems to sensor design and certification an engineer by background and training who transitioned into business and operations management in the late 1980s currently engaged in technical sales of airborne tactical mapping and avionics systems across europe middle east and africa related aerospace experience includes current ppl a with imc and night ratings with over 900 hours on single engine piston aircraft currently engaged in supporting disabled flying scholarships prior experience includes managing a startup business skyforce avionics in the early 1990s that became a world leader in general aviation display technologies subsequently managed the private sale of the business to allied signal honeywell in 1998 early career included an apprenticeship with bae worked on the bae 146 and airbus programmes before moving to rosemount as engineering manager location boxgrove west sussex united kingdom industry aviation aerospace crewe united kingdom manufacturing line coordinator at intel senior technical sales manager at honeywell,['intel'],['intel'],['intel'],['intel'],[],[],[],1,0,0,1.0,1.0,1.0
11,0wsYICBL116y7RpldKlYQA_0000,i am an analytical thinker and work behind logic i love to weave through chaos i like to finish off things in a faster and definitely easier way and i always would love to differentiate myself from othersapart from this im from a typical southindian family i respect every culture but like to live by something of my own i am very attached with my family my friends love me id love spend any time available with themi am very much interested in gaming ive spent a lot of money and time in it now it has become just a recreationmusic is the next best thing for me i listen to every kind of music i love heavy death metal and classic rock the most dubstep and other electro trance music also interest me an analytical thinker possessing a strong acumen for statistics with key skills in managing market research projects end to end drawing actionable insights from complex data and presenting them in the simplest form to the client when not into market research i spend my time travelling mostly on my bike playing online games over my pc watching tv series and listening to music a language i understand and enjoy but cant speak well i am an analytic performanceoriented professional with experience in a procurement construction company i thrive in chaos an have the ability to utilize the available resource in the best possible way have undergone first internship training from lt ecc plant in kancheepuram experienced in projects team tendering as a trainee and have aided in project in coordination i am an analytical thinker and work behind logic i like to finish off things in a faster and definitely easier way and i always would love to differentiate myself from others associate research manager at imrb international senior research manager at kantar imrb get at kotec automotive services account manager at kantar student at srm university,['kantar'],['kantar'],['kantar'],['kantar'],[],[],[],1,0,0,1.0,1.0,1.0
12,0ZQFndqM1PKEfSMgohJvMg_0000,collaborative business development leader with 10 years experience working with innovative technology and healthcare companies from venturebacked startups to publiclytraded corporations and large international firms currently i help lead partner development and strategy with evolent health and previously led marketing and business development for the companys technology platform im passionate about marketing branding and growth strategy i believe that every company with a technology solution product or service has a unique history and i am passionate about helping to craft and share that story key skills expertise business development marketing sales strategy partnerships market research startups graduate of brown university and former professional and ncaa divisioni collegiate athlete i travel write and enjoy public speaking i try to read every email so feel free to reach out directly at michaelstuartj gmailcom director of platform strategy and marketing at evolent health vice president business development and strategy at somatus director of platform strategy marketing at evolent health managing director partner development at evolent health director of platform strategy at evolent health,['gmail'],[],['gmail'],[],[],['gmail'],[],0,0,1,0.0,0.0,0.0
13,1aMWVODDdCq0y7boAdzvvA_0000,i have 15 years of experience leading design development and delivery of complex projects and highperformance solutions i am highly skilled in developing and recruiting skilled and experienced engineers with a primary focus around business improvement and service delivery in line with business demands and objectives i can maintain a high work rate for a sustained period of time working in a very fastmoving environment with strong ability to reprioritise and focus as business demands change i am a highly motivated and skilled individual with years of technical and management experience as well as a proven commitment to longevity i am motivated to succeed and driven to produce high quality of work with the business direction at the forefront of any decision making an experienced hardworking and motivated individual thriving for success his drive to succeed has enhanced his career and continues to excel at any given opportunity matthew performs to an exceptional standard always giving extra when required and is an outstanding role model for his colleagues his technical and managerial approach provides excellent working relationships with both colleagues and senior personnel throughout his career matthew has gained promotion pushing himself to excel at each level he has also received great accolades from senior management and is a highly respected member of staff matthew works effectively as an individual or team player and helps to enhance those around him view matthew atkinsons professional profile on linkedin manchester greater manchester united kingdom industry mental health care affinity healthcare smith group uk salford city council education sheffield hallam university technical architect infrastructure manager at cygnet healthcare senior infrastructure manager at alpha hospitals ltd ict infrastructure manager at cygnet healthcare,['cygnet'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
14,1EhaXTrT3q4nhyOmgjd5Rg_0000,respected sir with due respect i bprashant reddy present myself as a candidate for a post of instrumentation control engineer with 5 year 8 month experience in power plant under your kind control i have undergone one year graduate engineer training at power plant of m s vandana global ltd siltara raipur from 1 august 2011 after one year i was appointed as a shift in charge i c in this company i left this company on april 2016 and joined hira group in april 2016 as an instrument control engineer i have also undergone one month vocational training in m s evonik energy services 156 mw ccpp instrumentation control dept at surat gujarat i am enclosing my resume for ready reference hoping to be obliged with an interview call thanking you sir sincerely bprashant reddy prashantreddy007 gmailcom 09713917862 respected sir mam n with due respect i bprashant reddy present myself as a candidate for a post of i c engineer in power plant under your kind controlnsir i have undergone one year graduate engineer training at power plant of m s vandana global ltd siltara raipur from 1 august 2011 after one year i was appointed as a shift in charge in this company i have also undergone one month vocational training in m s evonik energy services 156 mw ccpp in instrumentation dept surat gujratni am enclosing my resume for ready reference hoping to be obliged with an interview call thanking you sir mamnsincerelynbprashant reddyn09713917862 instrumentation control engineer at vandana global ltd power plant instrument control engineer 5 year 8 month exp instrument control engineer +49 year exp,['gmail'],[],['gmail'],[],[],['gmail'],[],0,0,1,0.0,0.0,0.0
15,1Ff63v3VA7uuyN7TVMxiSw_0000,i like digging deep into products analyzing use cases and determining why we should design them a certain way i thrive in hybrid positions where i can be technical and influence products in leadership roles while still participating in partner engagements and communication im a volunteer for anitaborg and am looking to actively be a part of increasing diversity and inclusion in workplaces in addition to my technical skills i enjoy utilizing intangible skills this includes being in the role of translating very technical things to other technical or nontechnical people i enjoy doing presentations writing up proposals and leading the creation of specifications in my spare time im involved in music i spent a lot of time in college in the recording studio and planning campus concerts and have been involved working at local festivals in illinois and volunteering at sxsw in austin i like digging deep into products analyzing use cases and determining why we should design them a certain way i like hybrid positions where i can be technical and influence products in leadership roles while still participating in partner engagements and communication im a volunteer for anitaborg and am looking to actively be a part of increasing diversity and inclusion in workplaces in addition to my technical skills i enjoy utilizing intangible skills this includes being in the role of translating very technical things to other technical or nontechnical people i enjoy doing presentations writing up proposals and leading the creation of specifications in my spare time im involved in music i spent a lot of time in college in the recording studio and planning campus concerts and have been involved working at local festivals in illinois and volunteering at sxsw in austin i am currently a solutions engineer at intel working in the hpc high performance computing field since july 2016 i ramped up into the hpc world which i had no prior experience in and am excited to continue learning more about this field i am very interested in the general area of big data places where i get to apply my love for problem solving and algorithms to large scale solutions in addition to my technical skills i enjoy utilizing a lot of intangible skills this includes doing presentations training writing up proposals and specifications and any other way i can interact with people i also enjoy the role of translating very technical things to nontechnical people and for fun in my spare time im a huge concertgoer i spent a lot of time in college in the recording studio and planning campus concerts i am currently a solutions engineer at intel working in the hpc high performance computing field i am interested in places where i get to apply my love for problem solving and algorithms to large scale solutions in addition to my technical skills i enjoy utilizing a lot of intangible skills this includes being in the role of translating very technical things to other technical or nontechnical people i also enjoy doing presentations trainings writing up proposals and leading the creation of specifications in my spare time im involved in music i spent a lot of time in college in the recording studio and planning campus concerts and have been involved working at local festivals in illinois and volunteering at sxsw in austin technical consulting engineer at intel corporation hpc solutions engineer at intel corporation,['intel'],['intel'],['intel'],['intel'],[],[],[],1,0,0,1.0,1.0,1.0
16,1jWgHM8lCzTYlBBJN00ROw_0000,carlos is a business intelligence and analytics professional with over 10 years of experience in the industry he has gained his breadth of experience through the delivery of endtoend information solutions in a range of industries including financial services telecommunications media and information technology and across multiple geographies including australia asia and south america carlos specialises in working directly with business stakeholders to develop bi and analytics solutions that produce actionable insight he has deep experience in predictive analytics scorecards and dashboards visualisation and mobile applications using tools such as microstrategy qlikview and microsoft bi carlos has worked in marketing and data analysis roles he has strong team leadership and stakeholder management skills and he is an effective communicator with experience developing and facilitating training for business users carlos holds a masters of business administration from the university of south australia president ceo at aim fundraising texas fundrunners,['qlikview'],"['qlikview', 'microstrategy']",['qlikview'],['qlikview'],['microstrategy'],[],[],1,1,0,0.5,1.0,0.6666666666666666
17,1kk6CumWJ2FY-MGDBLM9Hw_0000,i currently work as a multiunit leader covering the pacific northwest including alaska idaho montana oregon and washington i am responsible for a sales portfolio exceeding 1 billion in annual volume and have a strong track record of success i have experience successfully developing talent performance managing employees and managing end to end pls in addition to my management experience i have an educational background including completion of a ba in business from aacsm accredited eastern washington university i have also completed mba coursework and have experience and skill in marketing statistical analysis corporate finance and accounting i currently work as a multiunit leader covering national sales within the united states i have experience successfully developing talent performance managing employees and managing end to end pls in addition to my management experience i have an educational background including completion of a ba in business from aacsm accredited eastern washington university i have also completed mba coursework and have experience and skill in marketing statistical analysis corporate finance and accounting i currently work as a multiunit leader covering the southeast united states i have experience successfully developing talent performance managing employees and managing end to end pls in addition to my management experience i have an educational background including completion of a ba in business from aacsm accredited eastern washington university i have also completed mba coursework and have experience and skill in marketing statistical analysis corporate finance and accounting as sr market sales manager i am responsible for the endtoend sales i am responsible for 36 best buy stores across the states of alaska idaho montana oregon and washington phone online channels appliance sales and all other areas of the business senior director domestic transportation at target transportation at target greater minneapolisst paul area melvin hillsman linux system administrator at rackspace the open cloud company linux system administrator ii at rackspace senior market sales manager at best buy territory sales director at best buy investment banking front office operations and supply chain,['linux'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
18,1L-sPRJP14Jmg42sA6Y9Jw_0000,eric is a performance driven young leader and change ambassador in a diverse work environment he is result oriented with impeccable digital skills and profound knowledge with the use of microsoft google office tools erics current role requires him to lead a team of 90+ experienced and talented individuals challenged with adapting in a continuously changing environment and delivering quality data daily performance driven leadership trainee in a diverse work environment result oriented with impeccable digital skills and profound knowledge with the use of microsoft google office tools i thirst for new challenges and intend to broaden my knowledge base not just in the it field but possibly in business development and administration business process improvement project management and leadership performance driven and result oriented with impeccable it skills and profound knowledge with the use of microsoft tools i thirst for new challenges and intend to broaden my knowledge base not just in the it field but possibly in business development and administration acquired cisco networking and sql programming skills field strategic initiatives west africa market research input ops digital journey 2020 project lead at nielsen help desk executive retail plus market research field operations leader nigeria,['nielsen'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
19,1M0zamkgBN0b7MMxx41K-w_0000,adriana blanco is a senior it consultant she has 9 years of experience as an it systems analyst and it solutions provider she has collaborated in the delivery of more than 20 software development projects working along with multidisciplinary teams using cuttingedge technologies and methodologies such as the rational unified process and agile methodologies she has experience in applications management services using itil best practices taking the ownership of a catalog of 10 web applications she has worked in the development and customization of banking processes applications she has strong experience in requirements analysis design and development of it solutions using microsoft net and xml technologies to deliver and maintain web applications she has worked as client integrations provider focusing on the delivery of customized it solutions for clients all around the globe using web and mobile development technologies such as html5 and jquery adriana is an it senior consultant with 10+ years of experience working in the information technology field she has experience coordinating software delivery projects which includes requirements analysis design and development handson of it solutions time and resource management she has solid experience in the coordination of multidisciplinary teams for the delivery of a wide variety of it projects she has had strong experience in software applications management providing it services to multiple clients all around the globe she has more than 2 years working in the management and execution of it projects in the public sector where some of her main responsibilities are the portfolio management time management resources management quality assurance and stakeholder management senior advisor at ey,['jquery'],['jquery'],['jquery'],['jquery'],[],[],[],1,0,0,1.0,1.0,1.0
20,1N3OmtcEg1OOK7VNs9rXig_0000,engineering plastic resin for electronics home appliances and automotive industries olefins aromatic solvent and organic chemical industries for the related application industries exportimport incoterm vessel nomination l c pricing benchmark icis platts tank terminal and warehouse logistic management certified data retrieval using pppro and 3000xtra by thomson reuters academy for forexindex trading and brokerage broad networks confidence and persuasive communication skills intermediate japanese language skill jlpt level 3 business level of english written and verbal computer tasking skills word excel powerpoint and multimedia skills image video editing photoshop and html web design asst manager japanese account at pt adyabina putramas automotive related business development,['html'],[],[],[],[],[],[],0,0,0,0.0,0.0,0.0
21,1oCXTLBYJ8WSv0Rl61yE8A_0000,experienced account executive with a demonstrated history of working in the human resources industry skilled in hr consulting coaching sales customer relationship management crm and customer retention strong human resources professional with a bachelor of science focused in financial management from clemson university view ted franks professional profile on linkedin linkedin is the worlds ted frank human resource peo outsourcing account executive at paychex inc location jacksonville florida area industry human resources opened the jacksonville office proven implemented bank referral program in ne florida human resource peo outsourcing account executive at paychex inc human capital management specialist at paychex inc,['paychex'],['paychex'],['paychex'],['paychex'],[],[],[],1,0,0,1.0,1.0,1.0
22,2CdFWiZYpOX2VloOcIv6oA_0000,in 2004 zuleta associates joined the canadian industry by developing a new concept as an auditor firm we believe developing trust in our fastpaced business world requires an ongoing commitment to integrity highquality service and open communication nat zuleta associates we strive to build trust with clients everyday our team of certified public accountants and marketing consultants are committed to provide proactive innovative and comprehensive solutions that help clients reach their goalsnnwe provide more than the typical accounting firm because we offer a variety of business consulting services by customizing our approach to meet the unique needs of our clients zuleta associates strives to become a trusted business advisor helping organizations throughout their business lifecyclennzuleta associates offers an awardwinning workplace where our talented accountant and business consultants develop rewarding accounting and consulting careers our people live our core values and practice the highest ethical standards everyday military police at us army fort riley topeka kansas area more professionals named juan zuleta people also viewed delia peregrino mortgage agent at,['riley'],['our people'],[],[],['our people'],[],[],0,1,0,0.0,0.0,0.0
